hundred
hundreds
thousand
thousands
lakh
lakhs
crore
crores
million
millions
billion
billions
hundred thousands
hundred lakhs
hundred crores
hundred millions
hundred billions
thousand lakhs
thousand crores
thousand millions
thousand billions
lakh crores
lakh millions
lakh billions
