एक	1
वन	1
द्वयं	2
द्वि	2
टू	2
त्रि	3
थ्री	3
त्रय	3
चत्वार	4
चतुर्	4
फोर	4
फॉर	4
पञ्च	5
पञ्चन्	5
फाइव	5
सिक्स	6
षट्	6
षष्	6
सप्त	7
सेवन	7
सेवेन	7
एट	8
अष्ट	8
नव	9
नाइन	9
