ஹண்ட்ரட்
ஹண்ட்ரெட்
ஹன்ட்ரட்
ஹன்ட்ரெட்
ஹண்ட்ரட்
ற்று
த்தி
நூற்று
நூறு
ஒன்று நூறு
நூத்தி
நூற்றுப்
நூற்றை
நூற
தவுசண்ட்
தௌசண்ட்
தௌசண்ட்
தௌசண்ட்
யிரத்து
யிரத்தி
யிரம்
ஆயிரம்
ஆயிரத்து
வாயிரம்
ஆாயிரம்
ஆயிரத்தி
ஆாயிரத்தி
ஓராயிரம்
ஆயிரத்திப்
லேக்
லாக்
லேக்
லேக்ஸ்
லட்சம்
லட்சத்து
ஒரு லட்சம்
இலட்சம்
லட்சக்கணக்கில்
க்ரோர்
கோடி
கோடியே
ஒரு கோடி
மில்லியன்
மில்லியன்ஸ்
பில்லியன்ஸ்
பில்லியன்
