एउटा	1
एक	1
वन	1
टू	2
दुई	2
दो	2
तीन	3
तिन	3
थ्री	3
फोर	4
चार	4
फोउर	4
फॉर	4
पांच	5
पान्च	5
पाँच	5
फाइव	5
सिक्स	6
छ।	6
छः	6
छह	6
छे	6
सेवन	7
सात	7
सेवेन	7
एट	8
आठ	8
नौ	9
नाइन	9
