ڈبل اونہ	11
ڈبل توو	22
ڈبل تھری	33
ڈبل پھور	44
ڈبل پھِوٕ	55
ڈبل سیکس	66
ڈبل سٮ۪ون	77
ڈبل ایٹ	88
ڈبل نِنہٕ	99
ٹرپل اونہ	111
ٹرپل توو	222
ٹرپل تھری	333
ٹرپل پھور	444
ٹرپل پھِوٕ	555
ٹرپل سیکس	666
ٹرپل سٮ۪ون	777
ٹرپل ایٹ	888
ٹرپل نِنہٕ	999
ٹرپل زیرو	00
ڈبل زیرو	000
