ଡବଲ ଏ	AA
ଡବଲ ଆ	AA
ଡବଲ ବି	BB
ଡବଲ ବ	BB
ଡବଲ ସି	CC
ଡବଲ ଡି	DD
ଡବଲଇ	EF
ଡବଲଜି	GG
ଡବଲ ଏଚ୍	HH
ଡବଲ ଜେ	JJ
ଡବଲ କେ	KK
ଡବଲ ଏମ୍	MM
ଡବଲ ଏନ୍	NN
ଡବଲ ଓ	OO
ଡବଲ ପି	PP
ଡବଲ ପ	PP
ଡବଲ କ୍ୟୁ	QQ
ଡବଲ ଆର୍	RR
ଡବଲ ଏସ୍	SS
ଡବଲ ଡବ୍ଲୁ	WW
ଡବଲଏକ୍ସ	XX
ଡବଲ ୱାଇ	YY
ଡବଲ ଜେଡ଼୍	ZZ
ଡବଲ ସେେଡ଼୍	ZZ
